## PROLATE SPHEROID 1:6, L= 2.4 M IN NWG
# MEAN VELOCITIES IN THE FLOW FIELD, ALPHA= 29.6 DEG.
#
# NOMENCLATURE:
# X,Y,Z   CARTESIAN COORDINATES ORIGINATING FROM THE CENTER OF
#         THE MODEL.
#         *** NOTE: IN THE TABLES X AND Y SHOULD BE READ -X AND -Y !!!
#         ------------------------------------------------------------
# H       DISTANCE FROM MODEL SURFACE
# U,V,W   VELOCITY COMPONENTS ALIGNED WITH CARTESIAN COORDINATES X,Y,Z
# UINF    FREE STREAM (REFERENCE) VELOCITY
# PDYN    LOCAL DYNAMIC PRESSURE
# PSTAT   LOCAL STATIC PRESSURE
#
##  RUN:  146    X0/2A= 0.8279    PHI= 129.8    RE= 6.29E06
#
#   X(MM)  Y(MM)  Z(MM)  H(MM) U/UINF V/UINF W/UINF UINF  PDYN   PSTAT
   788.4  123.3 -102.4    9.4 -0.767  0.033  0.138 45.1  686.0 -106.2
   789.1  127.0 -105.5   14.3 -0.763  0.029  0.139 45.1  678.8 -103.6
   789.9  130.9 -108.7   19.4 -0.758  0.028  0.114 45.1  660.7 -112.6
   790.6  134.6 -111.9   24.3 -0.743  0.025  0.083 45.0  627.7 -102.3
   791.4  138.4 -115.1   29.4 -0.712  0.045  0.026 45.1  572.1 -103.6
   791.9  142.3 -118.2   34.4 -0.681  0.074 -0.071 45.0  532.3  -88.7
   792.7  146.0 -121.4   39.3 -0.676  0.121 -0.195 45.0  571.6  -74.6
   794.1  153.6 -127.8   49.3 -0.766  0.113 -0.495 45.0  947.1  -67.4
   795.6  161.2 -134.1   59.3 -0.826  0.064 -0.599 45.1 1178.1  -93.5
   797.1  168.7 -140.5   69.3 -0.837  0.040 -0.625 45.1 1229.8 -104.0
   798.6  176.4 -146.9   79.4 -0.842  0.039 -0.628 45.1 1241.0 -108.3
   799.9  184.0 -153.2   89.4 -0.843  0.037 -0.632 45.2 1254.2 -115.3
   801.4  191.5 -159.6   99.4 -0.845  0.036 -0.633 45.1 1258.5 -118.9
   802.8  199.1 -165.9  109.3 -0.842  0.040 -0.634 45.2 1255.6 -124.1
   804.3  206.7 -172.3  119.4 -0.841  0.043 -0.637 45.1 1255.5 -125.1
   805.6  214.3 -178.6  129.3 -0.845  0.053 -0.633 45.0 1255.4 -126.5
   807.1  221.8 -185.0  139.3 -0.848  0.061 -0.628 45.0 1254.0 -124.0
   810.1  236.9 -197.7  159.3 -0.852  0.063 -0.618 45.1 1251.9 -115.1
   812.8  252.2 -210.4  179.3 -0.855  0.072 -0.604 45.1 1239.0 -104.9
   815.8  267.4 -223.2  199.4 -0.854  0.073 -0.596 45.1 1226.6  -97.7
   818.6  282.4 -235.8  219.2 -0.856  0.075 -0.585 45.1 1217.9  -87.7
   821.5  297.7 -248.6  239.4 -0.860  0.072 -0.574 45.1 1209.6  -75.6
   824.3  312.9 -261.2  259.3 -0.860  0.069 -0.566 45.2 1201.8  -66.1
   827.3  328.0 -274.0  279.3 -0.859  0.067 -0.562 45.2 1192.9  -62.6
   830.1  343.2 -286.6  299.3 -0.863  0.063 -0.551 45.1 1184.6  -55.2
   833.0  358.4 -299.4  319.4 -0.867  0.057 -0.542 45.2 1183.7  -47.2
   835.8  373.5 -312.1  339.3 -0.868  0.053 -0.538 45.1 1176.8  -43.4
