## PROLATE SPHEROID 1:6, L= 2.4 M IN NWG
# MEAN VELOCITIES IN THE FLOW FIELD, ALPHA= 29.6 DEG.
#
# NOMENCLATURE:
# X,Y,Z   CARTESIAN COORDINATES ORIGINATING FROM THE CENTER OF
#         THE MODEL.
#         *** NOTE: IN THE TABLES X AND Y SHOULD BE READ -X AND -Y !!!
#         ------------------------------------------------------------
# H       DISTANCE FROM MODEL SURFACE
# U,V,W   VELOCITY COMPONENTS ALIGNED WITH CARTESIAN COORDINATES X,Y,Z
# UINF    FREE STREAM (REFERENCE) VELOCITY
# PDYN    LOCAL DYNAMIC PRESSURE
# PSTAT   LOCAL STATIC PRESSURE
#
##  RUN:  250    X0/2A= 0.6996    PHI= 170.0    RE= 6.26E06
#
#   X(MM)  Y(MM)  Z(MM)  H(MM) U/UINF V/UINF W/UINF UINF  PDYN   PSTAT
   480.0   33.6 -190.4   10.0 -1.055 -0.263  0.203 44.9 1359.9 -238.1
   480.4   34.4 -195.3   15.0 -1.047 -0.265  0.231 45.0 1366.0 -244.1
   480.7   35.2 -200.2   20.0 -1.043 -0.274  0.260 45.0 1373.6 -251.6
   481.1   36.2 -205.1   25.0 -1.044 -0.273  0.296 45.1 1402.4 -271.0
   481.4   37.0 -210.0   30.0 -1.040 -0.280  0.333 45.1 1422.3 -289.6
   481.8   37.9 -214.9   35.0 -1.037 -0.283  0.367 45.1 1444.2 -326.0
   482.1   38.8 -219.8   39.9 -1.033 -0.277  0.398 44.9 1449.0 -336.1
   482.7   40.5 -229.6   49.9 -1.022 -0.258  0.463 45.0 1481.6 -394.7
   483.6   42.2 -239.5   60.0 -0.985 -0.194  0.516 45.0 1419.7 -452.5
   484.3   44.0 -249.3   70.0 -0.978 -0.100  0.542 45.0 1405.6 -458.7
   485.0   45.7 -259.0   79.9 -0.998  0.026  0.543 45.1 1442.3 -559.6
   485.7   47.5 -268.8   89.8 -0.995  0.147  0.470 45.0 1369.8 -544.5
   486.6   49.2 -278.7   99.9 -0.971  0.241  0.381 44.9 1271.6 -445.5
   487.3   50.8 -288.5  109.9 -0.943  0.345  0.269 45.0 1205.6 -302.2
   488.0   52.6 -298.3  119.9 -0.930  0.365  0.183 45.0 1153.3 -190.8
   488.8   54.4 -308.2  130.0 -0.921  0.349  0.104 44.9 1095.0  -83.9
   489.5   56.1 -318.0  139.9 -0.916  0.338  0.047 44.9 1063.9  -20.6
   490.9   59.5 -337.6  159.9 -0.906  0.303 -0.064 45.0 1026.6   90.1
   492.5   63.0 -357.3  179.9 -0.896  0.227 -0.143 45.0  980.3  140.3
   493.9   66.5 -376.9  199.9 -0.900  0.170 -0.200 45.0  984.2  127.7
   495.5   70.0 -396.6  220.0 -0.899  0.135 -0.240 45.0  992.6  120.1
   496.8   73.4 -416.2  239.9 -0.900  0.101 -0.268 44.9  995.8  115.4
   498.4   76.9 -435.9  260.0 -0.896  0.085 -0.298 45.0 1008.3  105.9
   499.8   80.4 -455.5  279.9 -0.893  0.072 -0.323 45.0 1018.9   95.8
   501.4   83.9 -475.2  300.0 -0.894  0.056 -0.339 45.1 1035.2   86.1
   502.9   87.3 -494.9  320.1 -0.895  0.044 -0.354 45.1 1041.8   79.4
   504.3   90.8 -514.5  340.0 -0.892  0.038 -0.369 45.0 1046.1   69.4
