## PROLATE SPHEROID 1:6, L= 2.4 M IN NWG
# MEAN VELOCITIES IN THE FLOW FIELD, ALPHA= 29.6 DEG.
#
# NOMENCLATURE:
# X,Y,Z   CARTESIAN COORDINATES ORIGINATING FROM THE CENTER OF
#         THE MODEL.
#         *** NOTE: IN THE TABLES X AND Y SHOULD BE READ -X AND -Y !!!
#         ------------------------------------------------------------
# H       DISTANCE FROM MODEL SURFACE
# U,V,W   VELOCITY COMPONENTS ALIGNED WITH CARTESIAN COORDINATES X,Y,Z
# UINF    FREE STREAM (REFERENCE) VELOCITY
# PDYN    LOCAL DYNAMIC PRESSURE
# PSTAT   LOCAL STATIC PRESSURE
#
##  RUN: 3195    X0/2A= 0.9167    PHI= 170.0    RE= 6.41E06
#
#   X(MM)  Y(MM)  Z(MM)  H(MM) U/UINF V/UINF W/UINF UINF  PDYN   PSTAT
  1002.5   21.0 -118.7   10.3 -0.968 -0.082  0.223 45.2 1140.6   -0.3
  1003.7   21.8 -123.5   15.3 -0.964 -0.105  0.232 45.3 1146.0   -7.4
  1005.0   22.7 -128.2   20.3 -0.957 -0.124  0.255 45.2 1144.7  -14.1
  1006.2   23.5 -133.0   25.3 -0.964 -0.097  0.233 45.2 1138.8  -16.6
  1007.4   24.4 -137.8   30.3 -0.957 -0.132  0.235 45.3 1141.7  -28.7
  1008.6   25.2 -142.6   35.3 -0.945 -0.141  0.276 45.2 1137.4  -40.3
  1009.9   26.1 -147.4   40.4 -0.949 -0.135  0.246 45.3 1128.4  -42.1
  1012.2   27.7 -156.8   50.2 -0.937 -0.168  0.279 45.2 1131.3  -70.9
  1014.6   29.4 -166.4   60.2 -0.924 -0.230  0.324 45.3 1165.0 -165.0
  1017.1   31.0 -176.0   70.3 -0.913 -0.233  0.376 45.3 1182.3 -203.3
  1019.5   32.8 -185.6   80.3 -0.920 -0.257  0.403 45.2 1230.6 -279.4
  1022.0   34.4 -195.1   90.3 -0.928 -0.279  0.418 45.2 1275.2 -383.5
  1024.5   36.1 -204.7  100.3 -0.942 -0.280  0.426 45.2 1309.1 -505.6
  1026.8   37.8 -214.1  110.2 -0.973 -0.242  0.351 45.1 1283.4 -612.9
  1029.2   39.4 -223.7  120.2 -0.923 -0.135  0.481 45.2 1254.7 -671.1
  1031.7   41.1 -233.3  130.3 -0.970 -0.030  0.437 45.3 1296.1 -758.8
  1034.2   42.8 -242.9  140.3 -1.021  0.083  0.263 45.2 1274.6 -809.5
  1039.1   46.1 -262.0  160.3 -0.893  0.269  0.471 45.2 1247.7 -629.3
  1043.9   49.6 -281.0  180.2 -0.942  0.342  0.207 45.3 1201.7 -345.5
  1048.8   52.9 -300.2  200.3 -0.942  0.252 -0.046 45.2 1091.3 -210.1
  1053.7   56.3 -319.3  220.3 -0.920  0.216 -0.062 45.2 1029.5 -124.1
  1058.6   59.6 -338.4  240.3 -0.877  0.232 -0.160 45.1  968.9  -47.0
  1063.6   63.1 -357.6  260.5 -0.847  0.268 -0.233 45.2  969.7   28.2
  1068.3   66.4 -376.6  280.3 -0.839  0.236 -0.272 45.2  957.5   74.6
  1073.3   69.8 -395.7  300.3 -0.841  0.236 -0.298 45.2  980.2  135.6
  1078.2   73.2 -414.9  320.4 -0.845  0.200 -0.322 45.1  984.2  141.1
  1082.9   76.5 -433.9  340.3 -0.854  0.164 -0.335 45.2  996.1  141.8
