## PROLATE SPHEROID 1:6, L= 2.4 M IN NWG
# MEAN VELOCITIES IN THE FLOW FIELD, ALPHA= 29.6 DEG.
#
# NOMENCLATURE:
# X,Y,Z   CARTESIAN COORDINATES ORIGINATING FROM THE CENTER OF
#         THE MODEL.
#         *** NOTE: IN THE TABLES X AND Y SHOULD BE READ -X AND -Y !!!
#         ------------------------------------------------------------
# H       DISTANCE FROM MODEL SURFACE
# U,V,W   VELOCITY COMPONENTS ALIGNED WITH CARTESIAN COORDINATES X,Y,Z
# UINF    FREE STREAM (REFERENCE) VELOCITY
# PDYN    LOCAL DYNAMIC PRESSURE
# PSTAT   LOCAL STATIC PRESSURE
#
##  RUN:  106    X0/2A= 0.6571    PHI= 110.0    RE= 6.34E06
#   X(MM)  Y(MM)  Z(MM)  H(MM) U/UINF V/UINF W/UINF UINF  PDYN   PSTAT
   377.4  187.8  -68.3   10.0 -0.863  0.157 -0.669 44.7 1356.1 -240.6
   377.8  192.5  -70.1   15.0 -0.868  0.146 -0.675 44.7 1366.9 -255.2
   378.0  197.2  -71.8   20.0 -0.867  0.132 -0.675 44.7 1367.9 -253.2
   378.2  201.9  -73.5   25.0 -0.871  0.124 -0.675 44.7 1367.4 -249.9
   378.6  206.6  -75.2   30.0 -0.868  0.116 -0.678 44.8 1369.9 -253.7
   379.0  211.3  -77.0   35.1 -0.871  0.111 -0.678 44.8 1374.0 -254.0
   379.2  215.9  -78.7   40.0 -0.872  0.104 -0.672 44.7 1363.0 -246.3
   379.8  225.4  -82.1   50.1 -0.873  0.095 -0.669 44.8 1361.8 -241.5
   380.4  234.7  -85.6   60.0 -0.875  0.085 -0.663 44.8 1359.3 -229.8
   380.8  244.1  -88.9   70.0 -0.877  0.084 -0.657 44.8 1354.0 -228.7
   381.4  253.5  -92.4   80.1 -0.875  0.078 -0.650 44.8 1338.3 -217.5
   382.0  262.9  -95.8   90.1 -0.881  0.073 -0.645 44.8 1338.7 -212.4
   382.4  272.2  -99.1  100.0 -0.879  0.069 -0.641 44.9 1335.8 -207.5
   383.0  281.6 -102.5  110.0 -0.880  0.062 -0.635 44.7 1314.6 -195.2
   383.6  291.0 -106.0  120.0 -0.878  0.058 -0.630 44.8 1311.3 -187.9
   384.2  300.4 -109.4  130.0 -0.881  0.054 -0.623 44.7 1301.9 -177.9
   384.6  309.7 -112.7  139.9 -0.885  0.051 -0.613 44.8 1300.1 -168.8
   385.8  328.5 -119.6  160.0 -0.883  0.047 -0.604 44.7 1278.5 -160.5
   387.0  347.2 -126.5  179.9 -0.882  0.041 -0.596 44.7 1267.8 -148.3
   388.0  366.0 -133.3  199.9 -0.883  0.039 -0.587 44.8 1258.1 -138.1
   389.2  384.8 -140.1  220.0 -0.886  0.034 -0.576 44.8 1253.6 -125.2
   390.3  403.6 -146.9  240.0 -0.883  0.033 -0.571 44.9 1244.0 -120.6
   391.3  422.4 -153.7  260.0 -0.883  0.028 -0.566 44.8 1230.3 -109.3
   392.5  441.1 -160.6  280.0 -0.884  0.026 -0.559 44.8 1226.2 -102.9
   393.5  460.0 -167.3  300.1 -0.885  0.020 -0.553 44.8 1219.7  -88.9
   394.7  478.7 -174.2  320.0 -0.882  0.020 -0.553 44.8 1212.9  -89.9
   395.7  497.5 -181.0  340.0 -0.884  0.018 -0.543 44.8 1203.6  -85.5
