## PROLATE SPHEROID 1:6, L= 2.4 M IN NWG
# MEAN VELOCITIES IN THE FLOW FIELD, ALPHA= 29.6 DEG.
#
# NOMENCLATURE:
# X,Y,Z   CARTESIAN COORDINATES ORIGINATING FROM THE CENTER OF
#         THE MODEL.
#         *** NOTE: IN THE TABLES X AND Y SHOULD BE READ -X AND -Y !!!
#         ------------------------------------------------------------
# H       DISTANCE FROM MODEL SURFACE
# U,V,W   VELOCITY COMPONENTS ALIGNED WITH CARTESIAN COORDINATES X,Y,Z
# UINF    FREE STREAM (REFERENCE) VELOCITY
# PDYN    LOCAL DYNAMIC PRESSURE
# PSTAT   LOCAL STATIC PRESSURE
#
##  RUN:  205    X0/2A= 0.5272    PHI= 135.1    RE= 6.38E06
#
#   X(MM)  Y(MM)  Z(MM)  H(MM) U/UINF V/UINF W/UINF UINF  PDYN   PSTAT
    65.7  148.3 -148.8   10.4 -0.795 -0.127 -0.011 45.1  734.0 -171.3
    65.8  151.8 -152.3   15.3 -0.662  0.040 -0.158 45.1  526.1 -192.2
    65.7  155.4 -155.8   20.4 -0.697  0.207 -0.362 45.2  749.9 -160.1
    65.8  158.8 -159.3   25.2 -0.854  0.211 -0.555 45.1 1227.4 -171.9
    65.9  162.4 -162.9   30.3 -0.867  0.208 -0.604 45.1 1314.9 -181.5
    65.9  165.9 -166.5   35.3 -0.871  0.198 -0.606 45.2 1328.1 -183.3
    66.0  169.5 -170.0   40.4 -0.869  0.192 -0.610 45.1 1320.6 -187.8
    66.1  176.5 -177.1   50.3 -0.870  0.185 -0.616 45.1 1328.8 -194.0
    66.3  183.6 -184.2   60.4 -0.871  0.185 -0.614 45.2 1333.8 -195.4
    66.4  190.7 -191.2   70.3 -0.877  0.182 -0.609 45.1 1330.1 -190.8
    66.4  197.7 -198.3   80.3 -0.880  0.184 -0.598 45.1 1323.2 -185.0
    66.5  204.8 -205.4   90.4 -0.881  0.180 -0.591 45.1 1311.4 -176.1
    66.7  211.9 -212.4  100.3 -0.882  0.178 -0.584 45.1 1306.4 -170.0
    66.8  218.9 -219.5  110.3 -0.884  0.172 -0.574 45.2 1298.5 -162.3
    66.8  226.0 -226.6  120.3 -0.884  0.167 -0.569 45.1 1284.8 -153.2
    66.9  233.1 -233.6  130.3 -0.890  0.159 -0.557 45.2 1285.3 -145.1
    67.1  240.1 -240.7  140.3 -0.888  0.152 -0.554 45.1 1270.0 -136.9
    67.4  254.3 -254.9  160.4 -0.894  0.138 -0.539 45.2 1262.5 -122.8
    67.5  268.5 -269.0  180.4 -0.892  0.127 -0.533 45.0 1240.8 -114.0
    67.8  282.7 -283.2  200.5 -0.892  0.114 -0.526 45.1 1234.6 -102.4
    67.9  296.8 -297.3  220.4 -0.893  0.104 -0.521 45.1 1225.5  -95.5
    68.0  310.9 -311.4  240.3 -0.897  0.091 -0.513 45.2 1223.2  -85.1
    68.3  325.1 -325.6  260.4 -0.892  0.084 -0.513 45.2 1214.5  -80.9
    68.4  339.2 -339.7  280.4 -0.894  0.078 -0.507 45.2 1210.0  -76.7
    68.7  353.4 -353.8  300.4 -0.895  0.068 -0.507 45.1 1206.3  -74.2
    68.8  367.5 -367.9  320.3 -0.897  0.061 -0.506 45.2 1213.6  -66.4
    69.1  381.7 -382.1  340.4 -0.895  0.052 -0.504 45.1 1202.3  -65.7
